20220818a,20220818c,20220819a,20220819b,20220826a_1,20220826a_2,20220826b,20220826c,20220826d,20220919a,20220919b,20220919c,20220919d,20191206a,20191206b,20191206c,20191206d,20191209a,20191209b,20191209c,20191209e,20191209f,20191209g_1,20191209g_2,20191209h,202191209i,20191209j,20191209k,20191217b,20191217c,20191217e,20191217f,20191217j,20191219b,20191219e,20191219g,20191219h,20191219i,20191219j
11.2949,,,,,,,10.4361,,,,,,,,,14.6003,,,,13.0435,,,,,,,,,,,,,,,12.5453,,12.9609,
11.3148,,,,,,,10.4518,,,,,,,,,14.621,,,,13.0642,,,,,,,,,,,,,,,12.5664,,12.985,
11.3401,,,,,,,10.4714,,,,,,,,,14.6434,,,,13.083,,,,,,,,,,,,,,,12.5861,,13.0089,
11.3518,,,,,,,10.4869,,,,,,,,,14.6665,,,,13.1049,,,,,,,,,,,,,,,12.6056,,13.0309,
11.3714,,,,,,,10.5171,,,,,,,,,14.689,,,,13.126,,,,,,,,,,,,,,,12.6251,,13.0527,
11.3862,,,,,,,10.5304,,,,,,,,,14.7112,,,,13.146,,,,,,,,,,,,,,,12.6438,,13.0797,
11.4034,,,,,,,10.5446,,,,,,,,,14.7331,,,,13.1653,,,,,,,,,,,,,,,12.6639,,13.1033,
11.4206,,,,,,,10.5665,,,,,,,,,14.7544,,,,13.1854,,,,,,,,,,,,,,,12.6841,,13.1259,
11.4363,,,,,,,10.5793,,,,,,,,,14.7771,,,,13.2047,,,,,,,,,,,,,,,12.7024,,13.1478,
11.4528,,,,,,,10.5926,,,,,,,,,14.7987,,,,13.2243,,,,,,,,,,,,,,,12.7226,,13.1703,
11.469,,,,,,,10.6162,,,,,,,,,14.8197,,,,13.2443,,,,,,,,,,,,,,,12.7412,,13.1938,
11.4935,,,,,,,10.6295,,,,,,,,,14.8439,,,,13.2675,,,,,,,,,,,,,,,12.7619,,13.2174,
11.5172,,,,,,,10.6434,,,,,,,,,14.8689,,,,13.2889,,,,,,,,,,,,,,,12.7808,,13.2404,
11.5307,,,,,,,10.668,,,,,,,,,14.8926,,,,13.3084,,,,,,,,,,,,,,,12.8011,,13.2629,
11.5458,,,,,,,10.6819,,,,,,,,,14.9162,,,,13.328,,,,,,,,,,,,,,,12.8187,,13.2843,
11.5648,,,,,,,10.6976,,,,,,,,,14.9408,,,,13.3474,,,,,,,,,,,,,,,12.8379,,13.3063,
11.5839,,,,,,,10.7192,,,,,,,,,14.9629,,,,13.3657,,,,,,,,,,,,,,,12.8584,,13.3298,
11.6047,,,,,,,10.7338,,,,,,,,,14.9855,,,,13.3866,,,,,,,,,,,,,,,12.8783,,13.3513,
11.6221,,,,,,,10.7487,,,,,,,,,,,,,13.4088,,,,,,,,,,,,,,,12.8989,,13.3733,
11.6374,,,,,,,10.7692,,,,,,,,,,,,,13.4307,,,,,,,,,,,,,,,12.918,,13.3942,
11.6542,,,,,,,10.7839,,,,,,,,,,,,,13.451,,,,,,,,,,,,,,,12.9377,,13.4166,
11.6698,,,,,,,10.798,,,,,,,,,,,,,13.4702,,,,,,,,,,,,,,,12.9576,,13.4399,
11.6856,,,,,,,10.8172,,,,,,,,,,,,,13.4902,,,,,,,,,,,,,,,12.9747,,13.462,
11.7051,,,,,,,10.832,,,,,,,,,,,,,13.5094,,,,,,,,,,,,,,,12.9914,,13.4825,
11.722,,,,,,,10.8478,,,,,,,,,,,,,13.5279,,,,,,,,,,,,,,,13.0091,,13.5049,
11.7455,,,,,,,10.8679,,,,,,,,,,,,,13.5475,,,,,,,,,,,,,,,13.0271,,13.5263,
11.764,,,,,,,10.882,,,,,,,,,,,,,13.5672,,,,,,,,,,,,,,,13.0454,,13.5498,
11.7782,,,,,,,10.8956,,,,,,,,,,,,,13.5861,,,,,,,,,,,,,,,13.0642,,13.5709,
11.7958,,,,,,,10.9168,,,,,,,,,,,,,13.6057,,,,,,,,,,,,,,,13.0844,,13.5929,
11.8168,,,,,,,10.9299,,,,,,,,,,,,,13.6262,,,,,,,,,,,,,,,13.1031,,13.6153,
11.8327,,,,,,,10.9438,,,,,,,,,,,,,13.6466,,,,,,,,,,,,,,,13.1229,,13.6381,
11.8531,,,,,,,10.9673,,,,,,,,,,,,,13.6665,,,,,,,,,,,,,,,13.1427,,13.6601,
11.8661,,,,,,,10.98,,,,,,,,,,,,,13.6852,,,,,,,,,,,,,,,13.1635,,13.6835,
11.8946,,,,,,,10.9932,,,,,,,,,,,,,13.7036,,,,,,,,,,,,,,,13.1842,,13.7062,
11.9061,,,,,,,11.0175,,,,,,,,,,,,,13.7224,,,,,,,,,,,,,,,13.2051,,13.7274,
11.9199,,,,,,,11.0305,,,,,,,,,,,,,13.7425,,,,,,,,,,,,,,,13.2267,,13.7522,
11.9343,,,,,,,11.044,,,,,,,,,,,,,13.7612,,,,,,,,,,,,,,,13.2466,,13.7747,
11.9542,,,,,,,11.0657,,,,,,,,,,,,,13.7814,,,,,,,,,,,,,,,13.2662,,13.7973,
11.9721,,,,,,,11.0795,,,,,,,,,,,,,13.8006,,,,,,,,,,,,,,,13.2857,,13.8186,
12.0009,,,,,,,11.0921,,,,,,,,,,,,,13.8201,,,,,,,,,,,,,,,13.3065,,13.8424,
12.0168,,,,,,,11.1059,,,,,,,,,,,,,13.8395,,,,,,,,,,,,,,,13.3262,,13.8647,
12.0366,,,,,,,11.1215,,,,,,,,,,,,,13.8595,,,,,,,,,,,,,,,13.3471,,13.8875,
12.0509,,,,,,,11.1351,,,,,,,,,,,,,13.8804,,,,,,,,,,,,,,,13.3679,,13.9104,
12.0678,,,,,,,11.1684,,,,,,,,,,,,,13.9,,,,,,,,,,,,,,,13.3878,,13.9351,
12.0855,,,,,,,11.1816,,,,,,,,,,,,,13.9185,,,,,,,,,,,,,,,13.4081,,13.9588,
12.1054,,,,,,,11.1947,,,,,,,,,,,,,13.9381,,,,,,,,,,,,,,,13.4289,,13.9805,
12.1186,,,,,,,11.2162,,,,,,,,,,,,,13.9584,,,,,,,,,,,,,,,13.4495,,14.0022,
12.14,,,,,,,11.2309,,,,,,,,,,,,,13.979,,,,,,,,,,,,,,,13.4682,,14.0235,
12.1537,,,,,,,11.2439,,,,,,,,,,,,,13.9981,,,,,,,,,,,,,,,13.4873,,14.0438,
12.1749,,,,,,,11.2678,,,,,,,,,,,,,14.0173,,,,,,,,,,,,,,,13.5075,,14.0664,
12.1966,,,,,,,11.2834,,,,,,,,,,,,,14.0365,,,,,,,,,,,,,,,13.5261,,14.0875,
12.2096,,,,,,,11.2986,,,,,,,,,,,,,14.0576,,,,,,,,,,,,,,,13.546,,14.1114,
12.2262,,,,,,,11.3168,,,,,,,,,,,,,14.0775,,,,,,,,,,,,,,,13.5647,,14.134,
12.2455,,,,,,,11.3315,,,,,,,,,,,,,14.0965,,,,,,,,,,,,,,,13.5842,,14.1534,
12.2624,,,,,,,11.3462,,,,,,,,,,,,,14.1167,,,,,,,,,,,,,,,13.6035,,14.1752,
12.2776,,,,,,,11.3663,,,,,,,,,,,,,14.1359,,,,,,,,,,,,,,,13.6228,,14.1972,
12.3004,,,,,,,11.3809,,,,,,,,,,,,,14.1542,,,,,,,,,,,,,,,13.6415,,14.2191,
12.3192,,,,,,,11.3996,,,,,,,,,,,,,14.175,,,,,,,,,,,,,,,13.6603,,14.2433,
12.3408,,,,,,,11.4215,,,,,,,,,,,,,14.1962,,,,,,,,,,,,,,,13.6799,,14.2656,
12.36,,,,,,,11.4384,,,,,,,,,,,,,14.2173,,,,,,,,,,,,,,,13.699,,14.2895,
12.3758,,,,,,,11.454,,,,,,,,,,,,,14.2355,,,,,,,,,,,,,,,13.7195,,14.3116,
12.3922,,,,,,,11.4706,,,,,,,,,,,,,14.2552,,,,,,,,,,,,,,,13.7382,,14.3343,
12.4102,,,,,,,11.4848,,,,,,,,,,,,,14.2773,,,,,,,,,,,,,,,13.7591,,14.3561,
12.4275,,,,,,,11.4989,,,,,,,,,,,,,14.2973,,,,,,,,,,,,,,,13.7781,,14.3804,
12.4463,,,,,,,11.5164,,,,,,,,,,,,,14.3162,,,,,,,,,,,,,,,13.7965,,14.4012,
12.4627,,,,,,,11.5295,,,,,,,,,,,,,14.335,,,,,,,,,,,,,,,13.8157,,14.4219,
12.481,,,,,,,11.5433,,,,,,,,,,,,,14.3546,,,,,,,,,,,,,,,13.8368,,14.4445,
12.4968,,,,,,,11.5669,,,,,,,,,,,,,14.3738,,,,,,,,,,,,,,,13.8548,,14.4684,
12.5128,,,,,,,11.5828,,,,,,,,,,,,,14.3928,,,,,,,,,,,,,,,13.8732,,14.4895,
12.5291,,,,,,,11.5981,,,,,,,,,,,,,14.4108,,,,,,,,,,,,,,,13.8923,,14.5117,
12.5477,,,,,,,11.6183,,,,,,,,,,,,,14.4292,,,,,,,,,,,,,,,13.9117,,14.534,
12.5631,,,,,,,11.6324,,,,,,,,,,,,,14.4475,,,,,,,,,,,,,,,13.9299,,14.5557,
12.5843,,,,,,,11.646,,,,,,,,,,,,,14.4675,,,,,,,,,,,,,,,13.9489,,14.5796,
12.6008,,,,,,,11.6679,,,,,,,,,,,,,14.4877,,,,,,,,,,,,,,,13.9683,,14.6012,
12.6191,,,,,,,11.6825,,,,,,,,,,,,,14.5071,,,,,,,,,,,,,,,13.9884,,14.6223,
12.6354,,,,,,,11.6974,,,,,,,,,,,,,14.5293,,,,,,,,,,,,,,,14.0078,,14.6451,
12.6557,,,,,,,11.7201,,,,,,,,,,,,,14.5485,,,,,,,,,,,,,,,14.0272,,14.6689,
12.6723,,,,,,,11.7352,,,,,,,,,,,,,14.57,,,,,,,,,,,,,,,14.0467,,14.6903,
12.6889,,,,,,,11.7493,,,,,,,,,,,,,14.5897,,,,,,,,,,,,,,,14.0654,,14.7112,
12.7034,,,,,,,11.7692,,,,,,,,,,,,,14.6082,,,,,,,,,,,,,,,14.0847,,14.7312,
12.7192,,,,,,,11.7835,,,,,,,,,,,,,14.6276,,,,,,,,,,,,,,,14.1058,,14.7552,
12.7353,,,,,,,11.7973,,,,,,,,,,,,,14.6479,,,,,,,,,,,,,,,14.1251,,14.7778,
12.7567,,,,,,,11.8179,,,,,,,,,,,,,14.6678,,,,,,,,,,,,,,,14.1437,,14.8008,
12.7754,,,,,,,11.8315,,,,,,,,,,,,,14.6867,,,,,,,,,,,,,,,14.1633,,14.8236,
12.7929,,,,,,,11.8462,,,,,,,,,,,,,14.7062,,,,,,,,,,,,,,,14.1805,,14.8476,
12.8079,,,,,,,11.8674,,,,,,,,,,,,,14.726,,,,,,,,,,,,,,,14.1995,,14.8692,
12.8245,,,,,,,11.8807,,,,,,,,,,,,,14.7463,,,,,,,,,,,,,,,14.2217,,14.8913,
12.8424,,,,,,,11.8941,,,,,,,,,,,,,14.7682,,,,,,,,,,,,,,,14.2417,,14.9146,
12.8588,,,,,,,11.9149,,,,,,,,,,,,,14.7867,,,,,,,,,,,,,,,14.2634,,14.9388,
12.8862,,,,,,,11.9289,,,,,,,,,,,,,14.8063,,,,,,,,,,,,,,,14.2824,,14.9619,
12.9049,,,,,,,11.9444,,,,,,,,,,,,,14.8255,,,,,,,,,,,,,,,14.3021,,14.986,
12.9289,,,,,,,11.9659,,,,,,,,,,,,,14.845,,,,,,,,,,,,,,,14.3224,,,
12.9476,,,,,,,11.9795,,,,,,,,,,,,,14.8646,,,,,,,,,,,,,,,14.3409,,,
12.9702,,,,,,,11.993,,,,,,,,,,,,,14.8852,,,,,,,,,,,,,,,14.3589,,,
12.9849,,,,,,,12.006,,,,,,,,,,,,,14.9051,,,,,,,,,,,,,,,14.3778,,,
13.0029,,,,,,,12.019,,,,,,,,,,,,,14.9256,,,,,,,,,,,,,,,14.3984,,,
13.0195,,,,,,,12.0333,,,,,,,,,,,,,14.9443,,,,,,,,,,,,,,,14.4179,,,
13.0381,,,,,,,12.047,,,,,,,,,,,,,14.9659,,,,,,,,,,,,,,,14.4369,,,
13.0536,,,,,,,12.0599,,,,,,,,,,,,,14.9848,,,,,,,,,,,,,,,14.4558,,,
13.0727,,,,,,,12.0753,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.4734,,,
13.094,,,,,,,12.089,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.494,,,
13.114,,,,,,,12.1026,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5127,,,
13.1303,,,,,,,12.117,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.533,,,
13.1466,,,,,,,12.1289,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5518,,,
13.1626,,,,,,,12.1418,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5705,,,
13.1868,,,,,,,12.1543,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5891,,,
13.2016,,,,,,,12.1667,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.6068,,,
13.2186,,,,,,,12.1795,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.6244,,,
13.2343,,,,,,,12.1916,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.6439,,,
13.2488,,,,,,,12.205,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.6626,,,
13.2646,,,,,,,12.218,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.6799,,,
13.2887,,,,,,,12.2314,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.698,,,
13.3074,,,,,,,12.2449,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.7178,,,
13.3262,,,,,,,12.258,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.7372,,,
13.3431,,,,,,,12.2708,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.7567,,,
13.3587,,,,,,,12.2831,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.7765,,,
13.3789,,,,,,,12.3084,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.796,,,
13.3986,,,,,,,12.3251,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8149,,,
13.4153,,,,,,,12.3443,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8341,,,
13.4336,,,,,,,12.3593,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8553,,,
13.4505,,,,,,,12.3777,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8781,,,
13.4858,,,,,,,12.3916,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8977,,,
13.5008,,,,,,,12.4065,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.9167,,,
13.5243,,,,,,,12.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.9347,,,
13.5378,,,,,,,12.434,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.9542,,,
13.5538,,,,,,,12.4479,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.9744,,,
13.5721,,,,,,,12.464,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.9947,,,
13.5904,,,,,,,12.4782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.6079,,,,,,,12.4926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.6245,,,,,,,12.5062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.6428,,,,,,,12.5198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.6594,,,,,,,12.533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.6745,,,,,,,12.5479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.6943,,,,,,,12.5614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.7104,,,,,,,12.5753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.7305,,,,,,,12.5893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.7464,,,,,,,12.6025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.7652,,,,,,,12.6164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.7829,,,,,,,12.6295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.7995,,,,,,,12.6419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.8156,,,,,,,12.6554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.836,,,,,,,12.6688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.8579,,,,,,,12.682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.879,,,,,,,12.6952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.896,,,,,,,12.7079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.9099,,,,,,,12.7216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.9245,,,,,,,12.7363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.944,,,,,,,12.751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.962,,,,,,,12.7681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.9816,,,,,,,12.783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.9988,,,,,,,12.7987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0142,,,,,,,12.8135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.037,,,,,,,12.826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0512,,,,,,,12.8401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0674,,,,,,,12.8552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0839,,,,,,,12.8688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.1032,,,,,,,12.8832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.1217,,,,,,,12.897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.1381,,,,,,,12.9113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.1563,,,,,,,12.9248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.1725,,,,,,,12.9377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.1896,,,,,,,12.9509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.2067,,,,,,,12.9639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.2253,,,,,,,12.9761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.2459,,,,,,,12.9886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.2591,,,,,,,13.0021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.2782,,,,,,,13.0151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.2946,,,,,,,13.0285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.3091,,,,,,,13.0409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.3245,,,,,,,13.0536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.3433,,,,,,,13.0667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.3622,,,,,,,13.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.3794,,,,,,,13.0928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.4308,,,,,,,13.1061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.4448,,,,,,,13.119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.461,,,,,,,13.1317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.4771,,,,,,,13.1444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.4965,,,,,,,13.1568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.5128,,,,,,,13.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.529,,,,,,,13.1827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.5477,,,,,,,13.1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.568,,,,,,,13.2102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.5845,,,,,,,13.2231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.6006,,,,,,,13.2357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.622,,,,,,,13.2489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.6393,,,,,,,13.2644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.6557,,,,,,,13.2786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.6763,,,,,,,13.2932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.6898,,,,,,,13.3072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.7062,,,,,,,13.3232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.7251,,,,,,,13.3371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.7423,,,,,,,13.3514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.7587,,,,,,,13.3652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.7761,,,,,,,13.3811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.7936,,,,,,,13.3958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.8088,,,,,,,13.4094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.8284,,,,,,,13.4241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.8488,,,,,,,13.4423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.8726,,,,,,,13.4571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.8957,,,,,,,13.471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.9124,,,,,,,13.4866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.9296,,,,,,,13.5009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.9499,,,,,,,13.5154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.9678,,,,,,,13.5284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.9867,,,,,,,13.542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,13.5554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,13.5678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,13.5802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,13.5957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,13.6095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,13.6227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,13.6356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,13.6485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,13.6618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,13.675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,13.6903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,13.7039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,13.7196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,13.7348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,13.748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,13.762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,13.7753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,13.7885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,13.8029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,13.8167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,13.8295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,13.8425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,13.856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,13.8684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,13.8817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,13.8951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,13.9095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,13.9241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,13.9377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,13.952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,13.9659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,13.9808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,13.9998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,14.0161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,14.0306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,14.0447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,14.0585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,14.0717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,14.0847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,14.0983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,14.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,14.1241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,14.1372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,14.1512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,14.1637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,14.1773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,14.1913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,14.2045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,14.2192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,14.2324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,14.2454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,14.2581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,14.2711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,14.2832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,14.2956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,14.3088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,14.3224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,14.3361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,14.3497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,14.3643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,14.3772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,14.3902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,14.4042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,14.422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,14.4377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,14.4528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,14.4778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
