20220912a,20220912b,20220912c,20220912d,20220912e,20220912f,20221010a_1,20221010a_2,20221010c_1,20221010c_2,20221010d,20221104a,20221104b,20221104c,20221104e,20221104f,20221104g,20191216b,20191216c,20191216d,20191216e,20191216f,20191216g,20191216h,20191216i,20191216j,20191216k,20191216m,20191216n,20191218b,20191218c,20191218e,20191220b,20191220c,20191220d,20191220e,20191220f,20191220g,20191220h
,,,,,,,,,9.4864998,8.3540001,,,,,10.8377,,14.3597,,,,,13.0843,8.6465998,,,14.0384,,,,14.7888,,,,,,,,14.3
,,,,,,,,,9.5018997,8.3718996,,,,,10.8496,,14.389,,,,,13.1138,8.6694002,,,14.0395,,,,14.8104,,,,,,,,14.3421
,,,,,,,,,9.5198002,8.3905001,,,,,10.8755,,14.4303,,,,,13.1415,8.6922998,,,14.066,,,,14.8388,,,,,,,,14.3819
,,,,,,,,,9.5401001,8.4089003,,,,,10.8965,,14.4594,,,,,13.1644,8.7129002,,,14.0938,,,,14.8582,,,,,,,,14.4239
,,,,,,,,,9.5544996,8.4292002,,,,,10.9104,,14.4874,,,,,13.197,8.7356997,,,14.12,,,,14.8831,,,,,,,,14.462
,,,,,,,,,9.5853004,8.4462004,,,,,10.9289,,14.529,,,,,13.221,8.7517996,,,14.1452,,,,14.9286,,,,,,,,14.4977
,,,,,,,,,9.6018,8.4632998,,,,,10.9396,,14.5582,,,,,13.2461,8.7778997,,,14.1631,,,,14.9706,,,,,,,,14.539
,,,,,,,,,9.6198997,8.4847002,,,,,10.9654,,14.5872,,,,,13.2738,8.7930002,,,14.2145,,,,14.9975,,,,,,,,14.5813
,,,,,,,,,9.6350002,8.5028,,,,,10.9759,,14.6173,,,,,13.3074,8.8177996,,,14.2477,,,,,,,,,,,,14.6227
,,,,,,,,,9.6494999,8.5246,,,,,10.9935,,14.6514,,,,,13.3409,8.8436003,,,14.2728,,,,,,,,,,,,14.6629
,,,,,,,,,9.6641998,8.5458002,,,,,11.0062,,14.6817,,,,,13.3704,8.8667002,,,14.3106,,,,,,,,,,,,14.7061
,,,,,,,,,9.6787004,8.5640001,,,,,11.0279,,14.7138,,,,,13.3998,8.8879995,,,14.3398,,,,,,,,,,,,14.7471
,,,,,,,,,9.6920996,8.5869999,,,,,11.0662,,14.7493,,,,,13.4302,8.9094,,,14.3751,,,,,,,,,,,,14.7942
,,,,,,,,,9.7146997,8.6035004,,,,,11.0771,,14.7804,,,,,13.4568,8.9336004,,,14.3823,,,,,,,,,,,,14.8298
,,,,,,,,,9.7314997,8.6238003,,,,,11.1168,,14.8101,,,,,13.4896,8.9495001,,,14.4146,,,,,,,,,,,,14.8706
,,,,,,,,,9.7487001,8.6419001,,,,,11.127,,14.8354,,,,,13.5249,8.9698,,,14.4494,,,,,,,,,,,,14.9048
,,,,,,,,,9.7686996,8.6612997,,,,,11.139,,14.8688,,,,,13.5566,8.9932003,,,14.4522,,,,,,,,,,,,14.9406
,,,,,,,,,9.7841997,8.6843004,,,,,11.1667,,14.8994,,,,,13.5871,9.0256004,,,14.4906,,,,,,,,,,,,14.9792
,,,,,,,,,9.8027,8.6885996,,,,,11.1778,,14.9324,,,,,13.6147,9.0440998,,,14.4914,,,,,,,,,,,,
,,,,,,,,,9.8189001,8.7017002,,,,,11.1991,,14.9617,,,,,13.6623,9.0664997,,,14.5269,,,,,,,,,,,,
,,,,,,,,,9.8399,8.7203999,,,,,11.2312,,14.9927,,,,,13.6963,9.0915003,,,14.5434,,,,,,,,,,,,
,,,,,,,,,9.8676996,8.7398996,,,,,11.2443,,,,,,,13.7222,9.1141996,,,14.567,,,,,,,,,,,,
,,,,,,,,,9.8855,8.7608004,,,,,11.2735,,,,,,,13.7542,9.1363001,,,14.6156,,,,,,,,,,,,
,,,,,,,,,9.9039001,8.7805004,,,,,11.3022,,,,,,,13.7821,9.1557999,,,14.6478,,,,,,,,,,,,
,,,,,,,,,9.9211998,8.7973003,,,,,11.3132,,,,,,,13.8161,9.1829004,,,14.6488,,,,,,,,,,,,
,,,,,,,,,9.9434004,8.8216,,,,,11.3243,,,,,,,13.8497,9.2213001,,,14.6792,,,,,,,,,,,,
,,,,,,,,,9.9588003,8.8400002,,,,,11.3452,,,,,,,13.8872,9.2435999,,,14.7109,,,,,,,,,,,,
,,,,,,,,,9.9749002,8.8402996,,,,,11.3652,,,,,,,13.9203,9.2700996,,,14.738,,,,,,,,,,,,
,,,,,,,,,9.9940996,8.8527002,,,,,11.3812,,,,,,,13.9538,9.2910004,,,14.7824,,,,,,,,,,,,
,,,,,,,,,10.0253,8.8608999,,,,,11.3941,,,,,,,13.9933,9.3088999,,,14.8337,,,,,,,,,,,,
,,,,,,,,,10.0403,8.8810997,,,,,11.4217,,,,,,,14.03,9.3354998,,,14.8686,,,,,,,,,,,,
,,,,,,,,,10.0573,8.8998003,,,,,11.433,,,,,,,14.0602,9.3543997,,,14.9136,,,,,,,,,,,,
,,,,,,,,,10.0826,8.9229002,,,,,11.4441,,,,,,,14.0886,9.3775997,,,14.9541,,,,,,,,,,,,
,,,,,,,,,10.095,8.9427996,,,,,11.4538,,,,,,,14.1217,9.3969002,,,14.9552,,,,,,,,,,,,
,,,,,,,,,10.1181,8.9615002,,,,,11.4688,,,,,,,14.1633,9.4211998,,,14.9808,,,,,,,,,,,,
,,,,,,,,,10.1346,8.9802999,,,,,11.485,,,,,,,14.194,9.4370003,,,,,,,,,,,,,,,
,,,,,,,,,10.1499,9.0194998,,,,,11.497,,,,,,,14.2318,9.4652996,,,,,,,,,,,,,,,
,,,,,,,,,10.1661,9.04,,,,,11.5143,,,,,,,14.2653,9.4822998,,,,,,,,,,,,,,,
,,,,,,,,,10.1844,9.0600004,,,,,11.5407,,,,,,,14.3018,9.5017996,,,,,,,,,,,,,,,
,,,,,,,,,10.2021,9.0833998,,,,,11.5524,,,,,,,14.3375,9.5178003,,,,,,,,,,,,,,,
,,,,,,,,,10.2182,9.1036997,,,,,11.577,,,,,,,14.3615,9.5354996,,,,,,,,,,,,,,,
,,,,,,,,,10.2329,9.1223001,,,,,11.5888,,,,,,,14.4009,9.5530996,,,,,,,,,,,,,,,
,,,,,,,,,10.2491,9.1403999,,,,,11.6231,,,,,,,14.4391,9.5725002,,,,,,,,,,,,,,,
,,,,,,,,,10.2495,9.1592999,,,,,11.6365,,,,,,,14.4767,9.5913,,,,,,,,,,,,,,,
,,,,,,,,,10.2901,9.1760998,,,,,11.6539,,,,,,,14.5124,9.6056004,,,,,,,,,,,,,,,
,,,,,,,,,10.306,9.1947002,,,,,11.6702,,,,,,,14.5457,9.6295996,,,,,,,,,,,,,,,
,,,,,,,,,10.3215,9.2115002,,,,,11.6898,,,,,,,14.5763,9.6525002,,,,,,,,,,,,,,,
,,,,,,,,,10.3365,9.2309999,,,,,11.7211,,,,,,,14.6031,9.6766005,,,,,,,,,,,,,,,
,,,,,,,,,10.3706,9.2688999,,,,,11.7366,,,,,,,14.6314,9.6964998,,,,,,,,,,,,,,,
,,,,,,,,,10.3872,9.2889004,,,,,11.7614,,,,,,,14.6771,9.7210999,,,,,,,,,,,,,,,
,,,,,,,,,10.4016,9.3093004,,,,,11.7909,,,,,,,14.7093,9.7369003,,,,,,,,,,,,,,,
,,,,,,,,,10.4171,9.3299999,,,,,11.8016,,,,,,,14.7483,9.7518997,,,,,,,,,,,,,,,
,,,,,,,,,10.4348,9.3471003,,,,,11.8136,,,,,,,14.7849,9.7778997,,,,,,,,,,,,,,,
,,,,,,,,,10.4582,9.3660002,,,,,11.8376,,,,,,,14.8165,9.7966995,,,,,,,,,,,,,,,
,,,,,,,,,10.474,9.3867998,,,,,11.8481,,,,,,,14.8446,9.8095999,,,,,,,,,,,,,,,
,,,,,,,,,10.491,9.4047003,,,,,11.8589,,,,,,,14.8798,9.8263998,,,,,,,,,,,,,,,
,,,,,,,,,10.5216,9.4249001,,,,,11.8745,,,,,,,14.9115,9.8421001,,,,,,,,,,,,,,,
,,,,,,,,,10.541,9.4438,,,,,11.889,,,,,,,14.9424,9.8631001,,,,,,,,,,,,,,,
,,,,,,,,,10.5582,9.4623003,,,,,11.9043,,,,,,,14.9753,9.8792,,,,,,,,,,,,,,,
,,,,,,,,,10.5764,9.4784002,,,,,11.9249,,,,,,,,9.8971996,,,,,,,,,,,,,,,
,,,,,,,,,10.5926,9.4995003,,,,,11.9422,,,,,,,,9.915,,,,,,,,,,,,,,,
,,,,,,,,,10.6086,9.5158997,,,,,11.9548,,,,,,,,9.9350996,,,,,,,,,,,,,,,
,,,,,,,,,10.6384,9.5355997,,,,,11.9706,,,,,,,,9.9519997,,,,,,,,,,,,,,,
,,,,,,,,,10.653,9.5551996,,,,,11.9932,,,,,,,,9.9708996,,,,,,,,,,,,,,,
,,,,,,,,,10.6712,9.5745001,,,,,12.0076,,,,,,,,9.9912996,,,,,,,,,,,,,,,
,,,,,,,,,10.6877,9.5934,,,,,12.0342,,,,,,,,10.0073,,,,,,,,,,,,,,,
,,,,,,,,,10.7047,9.6120005,,,,,12.0471,,,,,,,,10.0312,,,,,,,,,,,,,,,
,,,,,,,,,10.7223,9.6342001,,,,,12.0596,,,,,,,,10.0518,,,,,,,,,,,,,,,
,,,,,,,,,10.7412,9.6752005,,,,,12.0736,,,,,,,,10.0765,,,,,,,,,,,,,,,
,,,,,,,,,10.7551,9.6962996,,,,,12.089,,,,,,,,10.0976,,,,,,,,,,,,,,,
,,,,,,,,,10.7917,9.7130003,,,,,12.1057,,,,,,,,10.1203,,,,,,,,,,,,,,,
,,,,,,,,,10.8087,9.7316999,,,,,12.1339,,,,,,,,10.1429,,,,,,,,,,,,,,,
,,,,,,,,,10.8299,9.7518997,,,,,12.1462,,,,,,,,10.1581,,,,,,,,,,,,,,,
,,,,,,,,,10.8482,9.7701998,,,,,12.1627,,,,,,,,10.1822,,,,,,,,,,,,,,,
,,,,,,,,,10.8625,9.7875004,,,,,12.1821,,,,,,,,10.2214,,,,,,,,,,,,,,,
,,,,,,,,,10.8787,9.8066998,,,,,12.1941,,,,,,,,10.2374,,,,,,,,,,,,,,,
,,,,,,,,,10.8954,9.8263998,,,,,12.2051,,,,,,,,10.2561,,,,,,,,,,,,,,,
,,,,,,,,,10.9214,9.8456001,,,,,12.2188,,,,,,,,10.2793,,,,,,,,,,,,,,,
,,,,,,,,,10.9379,9.8618002,,,,,12.2311,,,,,,,,10.2952,,,,,,,,,,,,,,,
,,,,,,,,,10.9536,9.8827,,,,,12.2432,,,,,,,,10.3133,,,,,,,,,,,,,,,
,,,,,,,,,10.973,9.9017,,,,,12.2661,,,,,,,,10.3312,,,,,,,,,,,,,,,
,,,,,,,,,10.9881,9.9212999,,,,,12.2789,,,,,,,,10.3722,,,,,,,,,,,,,,,
,,,,,,,,,11.0062,9.9431,,,,,12.2922,,,,,,,,10.3897,,,,,,,,,,,,,,,
,,,,,,,,,11.0236,9.96,,,,,12.309,,,,,,,,10.408,,,,,,,,,,,,,,,
,,,,,,,,,11.0475,9.9799004,,,,,12.3339,,,,,,,,10.4295,,,,,,,,,,,,,,,
,,,,,,,,,11.0667,9.9889002,,,,,12.3446,,,,,,,,10.4462,,,,,,,,,,,,,,,
,,,,,,,,,11.0844,9.9941998,,,,,12.3616,,,,,,,,10.4701,,,,,,,,,,,,,,,
,,,,,,,,,11.1023,9.9970999,,,,,12.3777,,,,,,,,10.4909,,,,,,,,,,,,,,,
,,,,,,,,,11.1284,10.0145,,,,,12.3925,,,,,,,,10.5123,,,,,,,,,,,,,,,
,,,,,,,,,11.1452,10.0333,,,,,12.4089,,,,,,,,10.53,,,,,,,,,,,,,,,
,,,,,,,,,11.1597,10.0524,,,,,12.422,,,,,,,,10.5472,,,,,,,,,,,,,,,
,,,,,,,,,11.1745,10.0612,,,,,12.4509,,,,,,,,10.5653,,,,,,,,,,,,,,,
,,,,,,,,,11.1991,10.0687,,,,,12.4665,,,,,,,,10.5856,,,,,,,,,,,,,,,
,,,,,,,,,11.2051,10.0854,,,,,12.4789,,,,,,,,10.6055,,,,,,,,,,,,,,,
,,,,,,,,,11.2186,10.1056,,,,,12.4945,,,,,,,,10.6243,,,,,,,,,,,,,,,
,,,,,,,,,11.236,10.1233,,,,,12.5058,,,,,,,,10.6456,,,,,,,,,,,,,,,
,,,,,,,,,11.2555,10.1429,,,,,12.5278,,,,,,,,10.6723,,,,,,,,,,,,,,,
,,,,,,,,,11.2724,10.163,,,,,12.54,,,,,,,,10.6922,,,,,,,,,,,,,,,
,,,,,,,,,11.2867,10.1838,,,,,12.566,,,,,,,,10.71,,,,,,,,,,,,,,,
,,,,,,,,,11.3021,10.2029,,,,,12.588,,,,,,,,10.7384,,,,,,,,,,,,,,,
,,,,,,,,,11.3243,10.2231,,,,,12.5998,,,,,,,,10.7549,,,,,,,,,,,,,,,
,,,,,,,,,11.3415,10.2443,,,,,12.6154,,,,,,,,10.7751,,,,,,,,,,,,,,,
,,,,,,,,,11.3592,10.2623,,,,,12.6314,,,,,,,,10.7982,,,,,,,,,,,,,,,
,,,,,,,,,11.3785,10.2831,,,,,12.645,,,,,,,,10.8174,,,,,,,,,,,,,,,
,,,,,,,,,11.3942,10.3035,,,,,12.6754,,,,,,,,10.8331,,,,,,,,,,,,,,,
,,,,,,,,,11.4095,10.3251,,,,,12.6917,,,,,,,,10.8548,,,,,,,,,,,,,,,
,,,,,,,,,11.4314,10.3452,,,,,12.7052,,,,,,,,10.8767,,,,,,,,,,,,,,,
,,,,,,,,,11.4482,10.3638,,,,,12.7206,,,,,,,,10.893,,,,,,,,,,,,,,,
,,,,,,,,,11.4678,10.3822,,,,,12.733,,,,,,,,10.9138,,,,,,,,,,,,,,,
,,,,,,,,,11.4891,10.4237,,,,,12.7518,,,,,,,,10.9359,,,,,,,,,,,,,,,
,,,,,,,,,11.5038,10.4415,,,,,12.7681,,,,,,,,10.9552,,,,,,,,,,,,,,,
,,,,,,,,,11.5235,10.4593,,,,,12.7815,,,,,,,,10.9788,,,,,,,,,,,,,,,
,,,,,,,,,11.5406,10.4787,,,,,12.8059,,,,,,,,10.9994,,,,,,,,,,,,,,,
,,,,,,,,,11.5566,10.4966,,,,,12.8238,,,,,,,,11.0207,,,,,,,,,,,,,,,
,,,,,,,,,11.5767,10.5177,,,,,12.8417,,,,,,,,11.0349,,,,,,,,,,,,,,,
,,,,,,,,,11.5954,10.5376,,,,,12.867,,,,,,,,11.0695,,,,,,,,,,,,,,,
,,,,,,,,,11.622,10.5582,,,,,12.8819,,,,,,,,11.0912,,,,,,,,,,,,,,,
,,,,,,,,,11.6384,10.5747,,,,,12.9016,,,,,,,,11.1113,,,,,,,,,,,,,,,
,,,,,,,,,11.6555,10.5923,,,,,12.9173,,,,,,,,11.13,,,,,,,,,,,,,,,
,,,,,,,,,11.6712,10.6106,,,,,12.9345,,,,,,,,11.1517,,,,,,,,,,,,,,,
,,,,,,,,,11.6879,10.631,,,,,12.9588,,,,,,,,11.1671,,,,,,,,,,,,,,,
,,,,,,,,,11.7044,10.6697,,,,,12.981,,,,,,,,11.1832,,,,,,,,,,,,,,,
,,,,,,,,,11.7221,10.6903,,,,,13.0072,,,,,,,,11.1987,,,,,,,,,,,,,,,
,,,,,,,,,11.7353,10.7074,,,,,13.0269,,,,,,,,11.2251,,,,,,,,,,,,,,,
,,,,,,,,,11.7595,10.7254,,,,,13.0454,,,,,,,,11.2401,,,,,,,,,,,,,,,
,,,,,,,,,11.7789,10.7454,,,,,13.0707,,,,,,,,11.2686,,,,,,,,,,,,,,,
,,,,,,,,,11.7979,10.7628,,,,,13.0961,,,,,,,,11.2901,,,,,,,,,,,,,,,
,,,,,,,,,11.8161,10.7816,,,,,13.1286,,,,,,,,11.3112,,,,,,,,,,,,,,,
,,,,,,,,,11.8343,10.7987,,,,,13.1502,,,,,,,,11.3321,,,,,,,,,,,,,,,
,,,,,,,,,11.8485,10.8177,,,,,13.1718,,,,,,,,11.3748,,,,,,,,,,,,,,,
,,,,,,,,,11.8728,10.8407,,,,,13.1912,,,,,,,,11.3905,,,,,,,,,,,,,,,
,,,,,,,,,11.8951,10.8605,,,,,13.2206,,,,,,,,11.4064,,,,,,,,,,,,,,,
,,,,,,,,,11.9294,10.8798,,,,,13.2428,,,,,,,,11.4244,,,,,,,,,,,,,,,
,,,,,,,,,11.9439,10.897,,,,,13.2707,,,,,,,,11.4417,,,,,,,,,,,,,,,
,,,,,,,,,11.958,10.9144,,,,,13.3014,,,,,,,,11.4615,,,,,,,,,,,,,,,
,,,,,,,,,11.9739,10.9329,,,,,13.3231,,,,,,,,11.4808,,,,,,,,,,,,,,,
,,,,,,,,,11.9902,10.9407,,,,,13.3523,,,,,,,,11.4999,,,,,,,,,,,,,,,
,,,,,,,,,12.0063,10.9693,,,,,13.3776,,,,,,,,11.5175,,,,,,,,,,,,,,,
,,,,,,,,,12.0204,10.9824,,,,,13.4124,,,,,,,,11.5362,,,,,,,,,,,,,,,
,,,,,,,,,12.038,10.9875,,,,,13.4433,,,,,,,,11.5532,,,,,,,,,,,,,,,
,,,,,,,,,12.0585,11.0062,,,,,13.4723,,,,,,,,11.5758,,,,,,,,,,,,,,,
,,,,,,,,,12.0774,11.0274,,,,,13.5072,,,,,,,,11.5932,,,,,,,,,,,,,,,
,,,,,,,,,12.094,11.045,,,,,13.5452,,,,,,,,11.6081,,,,,,,,,,,,,,,
,,,,,,,,,12.1106,11.0634,,,,,13.5728,,,,,,,,11.6308,,,,,,,,,,,,,,,
,,,,,,,,,12.1267,11.081,,,,,13.6064,,,,,,,,11.6481,,,,,,,,,,,,,,,
,,,,,,,,,12.1446,11.0987,,,,,13.6512,,,,,,,,11.6703,,,,,,,,,,,,,,,
,,,,,,,,,12.162,11.099,,,,,13.6895,,,,,,,,11.6861,,,,,,,,,,,,,,,
,,,,,,,,,12.1883,11.1171,,,,,13.7205,,,,,,,,11.7035,,,,,,,,,,,,,,,
,,,,,,,,,12.2033,11.1373,,,,,13.7576,,,,,,,,11.7269,,,,,,,,,,,,,,,
,,,,,,,,,12.2229,11.1555,,,,,13.8032,,,,,,,,11.7453,,,,,,,,,,,,,,,
,,,,,,,,,12.2397,11.1743,,,,,13.8406,,,,,,,,11.7673,,,,,,,,,,,,,,,
,,,,,,,,,12.2589,11.1935,,,,,13.8779,,,,,,,,11.7874,,,,,,,,,,,,,,,
,,,,,,,,,12.2795,11.2107,,,,,13.9415,,,,,,,,11.8042,,,,,,,,,,,,,,,
,,,,,,,,,12.2979,11.2309,,,,,13.9901,,,,,,,,11.8217,,,,,,,,,,,,,,,
,,,,,,,,,12.3155,11.2496,,,,,14.0386,,,,,,,,11.8385,,,,,,,,,,,,,,,
,,,,,,,,,12.333,11.2689,,,,,14.0814,,,,,,,,11.8575,,,,,,,,,,,,,,,
,,,,,,,,,12.352,11.2737,,,,,14.1614,,,,,,,,11.8748,,,,,,,,,,,,,,,
,,,,,,,,,12.3685,11.2896,,,,,14.2007,,,,,,,,11.8903,,,,,,,,,,,,,,,
,,,,,,,,,12.3857,11.3069,,,,,14.2451,,,,,,,,11.9071,,,,,,,,,,,,,,,
,,,,,,,,,12.4091,11.3239,,,,,14.3017,,,,,,,,11.9258,,,,,,,,,,,,,,,
,,,,,,,,,12.4289,11.341,,,,,14.3522,,,,,,,,11.9426,,,,,,,,,,,,,,,
,,,,,,,,,12.4455,11.3597,,,,,14.401,,,,,,,,11.9582,,,,,,,,,,,,,,,
,,,,,,,,,12.4646,11.3797,,,,,14.4562,,,,,,,,11.98,,,,,,,,,,,,,,,
,,,,,,,,,12.4822,11.3979,,,,,14.5391,,,,,,,,11.9958,,,,,,,,,,,,,,,
,,,,,,,,,12.4979,11.4186,,,,,14.5912,,,,,,,,12.0146,,,,,,,,,,,,,,,
,,,,,,,,,12.5158,11.4358,,,,,14.6861,,,,,,,,12.0318,,,,,,,,,,,,,,,
,,,,,,,,,12.5367,11.4551,,,,,14.7591,,,,,,,,12.0462,,,,,,,,,,,,,,,
,,,,,,,,,12.553,11.4735,,,,,14.8015,,,,,,,,12.0645,,,,,,,,,,,,,,,
,,,,,,,,,12.5707,11.4905,,,,,14.8989,,,,,,,,12.0805,,,,,,,,,,,,,,,
,,,,,,,,,12.5882,11.5094,,,,,14.9696,,,,,,,,12.1007,,,,,,,,,,,,,,,
,,,,,,,,,12.6049,11.5256,,,,,,,,,,,,,12.1202,,,,,,,,,,,,,,,
,,,,,,,,,12.6221,11.543,,,,,,,,,,,,,12.1393,,,,,,,,,,,,,,,
,,,,,,,,,12.6385,11.561,,,,,,,,,,,,,12.1542,,,,,,,,,,,,,,,
,,,,,,,,,12.6614,11.5801,,,,,,,,,,,,,12.1701,,,,,,,,,,,,,,,
,,,,,,,,,12.6718,11.602,,,,,,,,,,,,,12.1854,,,,,,,,,,,,,,,
,,,,,,,,,12.6755,11.6222,,,,,,,,,,,,,12.1999,,,,,,,,,,,,,,,
,,,,,,,,,12.6924,11.6411,,,,,,,,,,,,,12.2196,,,,,,,,,,,,,,,
,,,,,,,,,12.7122,11.6626,,,,,,,,,,,,,12.2359,,,,,,,,,,,,,,,
,,,,,,,,,12.7514,11.6802,,,,,,,,,,,,,12.2496,,,,,,,,,,,,,,,
,,,,,,,,,12.7655,11.6991,,,,,,,,,,,,,12.2662,,,,,,,,,,,,,,,
,,,,,,,,,12.7834,11.7166,,,,,,,,,,,,,12.2785,,,,,,,,,,,,,,,
,,,,,,,,,12.7975,11.7364,,,,,,,,,,,,,12.2931,,,,,,,,,,,,,,,
,,,,,,,,,12.8202,11.7518,,,,,,,,,,,,,12.3111,,,,,,,,,,,,,,,
,,,,,,,,,12.8368,11.7705,,,,,,,,,,,,,12.3286,,,,,,,,,,,,,,,
,,,,,,,,,12.8612,11.7894,,,,,,,,,,,,,12.3431,,,,,,,,,,,,,,,
,,,,,,,,,12.8807,11.811,,,,,,,,,,,,,12.3578,,,,,,,,,,,,,,,
,,,,,,,,,12.9178,11.8284,,,,,,,,,,,,,12.371,,,,,,,,,,,,,,,
,,,,,,,,,12.9345,11.8446,,,,,,,,,,,,,12.3884,,,,,,,,,,,,,,,
,,,,,,,,,12.9507,11.8647,,,,,,,,,,,,,12.404,,,,,,,,,,,,,,,
,,,,,,,,,12.9694,11.8836,,,,,,,,,,,,,12.4178,,,,,,,,,,,,,,,
,,,,,,,,,12.9891,11.9215,,,,,,,,,,,,,12.4343,,,,,,,,,,,,,,,
,,,,,,,,,13.0086,11.9421,,,,,,,,,,,,,12.4477,,,,,,,,,,,,,,,
,,,,,,,,,13.0247,11.9607,,,,,,,,,,,,,12.4634,,,,,,,,,,,,,,,
,,,,,,,,,13.0426,11.9785,,,,,,,,,,,,,12.4803,,,,,,,,,,,,,,,
,,,,,,,,,13.065,12.0014,,,,,,,,,,,,,12.495,,,,,,,,,,,,,,,
,,,,,,,,,13.0834,12.0214,,,,,,,,,,,,,12.5163,,,,,,,,,,,,,,,
,,,,,,,,,13.1043,12.0418,,,,,,,,,,,,,12.5292,,,,,,,,,,,,,,,
,,,,,,,,,13.1211,12.0594,,,,,,,,,,,,,12.5434,,,,,,,,,,,,,,,
,,,,,,,,,13.1389,12.0755,,,,,,,,,,,,,12.561,,,,,,,,,,,,,,,
,,,,,,,,,13.1393,12.1014,,,,,,,,,,,,,12.5751,,,,,,,,,,,,,,,
,,,,,,,,,13.1619,12.1217,,,,,,,,,,,,,12.5903,,,,,,,,,,,,,,,
,,,,,,,,,13.1839,12.1396,,,,,,,,,,,,,12.6039,,,,,,,,,,,,,,,
,,,,,,,,,13.2025,12.1597,,,,,,,,,,,,,12.6235,,,,,,,,,,,,,,,
,,,,,,,,,13.2233,12.1793,,,,,,,,,,,,,12.6397,,,,,,,,,,,,,,,
,,,,,,,,,13.2454,12.2025,,,,,,,,,,,,,12.6598,,,,,,,,,,,,,,,
,,,,,,,,,13.2735,12.2183,,,,,,,,,,,,,12.677,,,,,,,,,,,,,,,
,,,,,,,,,13.2878,12.2378,,,,,,,,,,,,,12.69,,,,,,,,,,,,,,,
,,,,,,,,,13.3145,12.248,,,,,,,,,,,,,12.7057,,,,,,,,,,,,,,,
,,,,,,,,,13.3344,12.2595,,,,,,,,,,,,,12.7196,,,,,,,,,,,,,,,
,,,,,,,,,13.3543,12.2826,,,,,,,,,,,,,12.7373,,,,,,,,,,,,,,,
,,,,,,,,,13.3757,12.3013,,,,,,,,,,,,,12.754,,,,,,,,,,,,,,,
,,,,,,,,,13.3942,12.3167,,,,,,,,,,,,,12.7675,,,,,,,,,,,,,,,
,,,,,,,,,13.42,12.3382,,,,,,,,,,,,,12.7877,,,,,,,,,,,,,,,
,,,,,,,,,13.4612,12.3556,,,,,,,,,,,,,12.8055,,,,,,,,,,,,,,,
,,,,,,,,,13.478,12.3769,,,,,,,,,,,,,12.8209,,,,,,,,,,,,,,,
,,,,,,,,,13.5012,12.3957,,,,,,,,,,,,,12.8367,,,,,,,,,,,,,,,
,,,,,,,,,13.5191,12.4154,,,,,,,,,,,,,12.8513,,,,,,,,,,,,,,,
,,,,,,,,,13.5359,12.4356,,,,,,,,,,,,,12.8686,,,,,,,,,,,,,,,
,,,,,,,,,13.5566,12.4552,,,,,,,,,,,,,12.8835,,,,,,,,,,,,,,,
,,,,,,,,,13.5772,12.4747,,,,,,,,,,,,,12.8997,,,,,,,,,,,,,,,
,,,,,,,,,13.5966,12.4981,,,,,,,,,,,,,12.9146,,,,,,,,,,,,,,,
,,,,,,,,,13.6188,12.5165,,,,,,,,,,,,,12.9335,,,,,,,,,,,,,,,
,,,,,,,,,13.6393,12.5379,,,,,,,,,,,,,12.9491,,,,,,,,,,,,,,,
,,,,,,,,,13.6437,12.5594,,,,,,,,,,,,,12.9645,,,,,,,,,,,,,,,
,,,,,,,,,13.6619,12.583,,,,,,,,,,,,,12.9794,,,,,,,,,,,,,,,
,,,,,,,,,13.6839,12.5995,,,,,,,,,,,,,12.9945,,,,,,,,,,,,,,,
,,,,,,,,,13.7027,12.6193,,,,,,,,,,,,,13.0122,,,,,,,,,,,,,,,
,,,,,,,,,13.7458,12.6395,,,,,,,,,,,,,13.028,,,,,,,,,,,,,,,
,,,,,,,,,13.7672,12.6609,,,,,,,,,,,,,13.0444,,,,,,,,,,,,,,,
,,,,,,,,,13.7863,12.682,,,,,,,,,,,,,13.0595,,,,,,,,,,,,,,,
,,,,,,,,,13.809,12.7039,,,,,,,,,,,,,13.0756,,,,,,,,,,,,,,,
,,,,,,,,,13.8286,12.7243,,,,,,,,,,,,,13.0908,,,,,,,,,,,,,,,
,,,,,,,,,13.8457,12.7462,,,,,,,,,,,,,13.109,,,,,,,,,,,,,,,
,,,,,,,,,13.8823,12.7704,,,,,,,,,,,,,13.1233,,,,,,,,,,,,,,,
,,,,,,,,,13.8983,12.7879,,,,,,,,,,,,,13.1362,,,,,,,,,,,,,,,
,,,,,,,,,13.9165,12.8091,,,,,,,,,,,,,13.1505,,,,,,,,,,,,,,,
,,,,,,,,,13.9433,12.8286,,,,,,,,,,,,,13.1635,,,,,,,,,,,,,,,
,,,,,,,,,13.9618,12.8483,,,,,,,,,,,,,13.1785,,,,,,,,,,,,,,,
,,,,,,,,,13.984,12.8688,,,,,,,,,,,,,13.1925,,,,,,,,,,,,,,,
,,,,,,,,,14.0035,12.8917,,,,,,,,,,,,,13.2072,,,,,,,,,,,,,,,
,,,,,,,,,14.0249,12.9124,,,,,,,,,,,,,13.2208,,,,,,,,,,,,,,,
,,,,,,,,,14.0439,12.9319,,,,,,,,,,,,,13.2354,,,,,,,,,,,,,,,
,,,,,,,,,14.0684,12.953,,,,,,,,,,,,,13.2531,,,,,,,,,,,,,,,
,,,,,,,,,14.0889,12.9727,,,,,,,,,,,,,13.27,,,,,,,,,,,,,,,
